"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"476" 1010.9 26.7 71.4 33.12 5.556 29.4901
"477" 1011.1 26.2 85.3 38.16 6.682 28.7907
"478" 1012.6 25.3 81.5 36.36 5.958 28.0606
"479" 1009.1 27.3 68.9 37.8 6.513 29.2981
"480" 1012.3 25 80.6 24.84 5.987 28.1165
"481" 1008 26.8 83.9 39.96 6.115 29.0128
"482" 1006.4 28.1 82.6 15.12 5.525 28.8284
"483" 1009.7 27.4 74.4 35.64 6.11 29.0818
"484" 1008.1 27.3 78.3 24.84 5.955 29.3307
"485" 1012.3 25.1 80.7 39.96 6.234 27.6104
"486" 1012.5 25.7 70.5 41.76 6.097 28.0471
"487" 1005.5 26.2 84.1 25.2 5.737 29.5597
"488" 1013 25.2 74.9 35.28 7.141 27.8976
"489" 1009.2 25.2 82.3 43.56 6.037 27.5637
"490" 1012 27 81.5 27.36 6.604 29.019
"491" 1009.5 25.8 80.3 37.08 5.013 29.1145
"492" 1006.8 28.6 79.5 36 6.015 29.1566
"493" 1010.4 25.8 77.1 35.64 6.913 28.4631
"494" 1012.2 24.9 78.5 39.6 5.318 27.8746
"495" 1007.3 28.8 76.8 32.76 5.311 29.4769
"496" 1014.1 26.3 82.8 36.72 6.721 29.0372
"497" 1011.2 24.9 76.2 31.68 6.651 28.274
"498" 1002.7 27.9 79.8 16.2 5.661 29.4344
"499" 1007.2 27.4 85.4 6.12 5.658 29.4347
"500" 1009.3 26.1 81.2 34.56 6.914 29.0636
"501" 1011.2 27.7 80 40.32 5.143 29.3297
"502" 1005.7 28.4 78 29.88 6.035 29.364
"503" 1006.8 28.2 77 42.48 7.148 29.9131
"504" 1012.5 27.3 78.4 39.6 6.691 28.9551
"505" 1005.7 29.2 74.1 20.52 5.173 29.091
"506" 1011.1 24.6 78.2 27 4.564 28.6525
"507" 1009.5 27.2 74.4 34.56 6.022 29.1387
"508" 1010.1 27.4 76.4 41.04 6.441 28.9685
"509" 1008.3 27.3 74 45.36 5.131 29.1612
"510" 1003.8 28.7 75.3 26.28 6.394 28.8652
"511" 1006.7 28.7 71.2 30.96 5.301 29.1656
"512" 1008.6 28.6 70.6 32.76 5.498 29.001
"513" 1007.9 27.4 73.4 46.08 5.516 28.9803
"514" 1011.4 26.9 80.2 42.48 7.056 29.1734
"515" 1008.7 26.7 75.5 46.8 6.896 28.6172
"516" 1010.1 26.9 76.6 40.32 6.372 28.6656
"517" 1011 27.5 70.5 38.88 7.095 29.2737
"518" 1011.7 25.7 70.7 34.56 6.112 27.593
"519" 1005.6 25.4 84 29.88 5.684 28.788
"520" 1009.3 27 82.3 43.56 5.832 28.9032
"521" 1011.9 27.3 70.3 38.16 6.527 29.1753
"522" 1009.1 28.1 75.1 37.8 5.968 29.5186
"523" 1006.1 28.7 76.8 12.24 5.846 28.7217
"524" 1008.3 28 80.2 38.16 6.655 29.3469
"525" 1008.5 27.8 74.3 3.96 6.62 28.5168
"526" 1011.6 25.3 75.7 37.08 5.708 28.3805
"527" 1004.7 25.6 84.2 46.8 6.018 29.165
"528" 1006.8 29 75.5 23.04 6.256 28.7745
"529" 1008.7 26 82.3 26.28 6.998 29.2254
"530" 1008.3 26.9 82.1 21.6 6.558 29.7657
"531" 1010.8 26.5 78.6 47.88 6.599 28.5114
"532" 1013.5 24.2 70.7 27 6.054 28.2454
"533" 1013.3 25.7 69.4 41.04 5.908 28.3192
"534" 1009.5 26.5 76.1 35.28 6.906 29.2193
"535" 1014.6 24.4 86.6 32.04 7.069 27.7886
"536" 1010.5 27.9 83.4 21.96 7.689 28.8354
"537" 1004 26.2 87.9 10.08 5.567 29.3896
"538" 1014.6 24.9 75.5 37.44 6.651 27.4994
"539" 1008.9 28.4 67.9 14.04 5.824 28.58
"540" 1012.6 26.6 80.4 27 5.341 29.258
"541" 1013.1 25.4 75.8 47.16 6.09 27.7137
"542" 1008.8 26.9 74.7 41.4 6.231 28.9662
"543" 1011.9 25.8 71.6 39.24 6.464 28.1792
"544" 1013.7 27.3 73 44.28 5.053 29.4534
"545" 1014.3 26 77.1 39.96 5.865 27.7331
"546" 1007.3 28.6 79.3 33.48 5.347 29.3889
"547" 1011.9 26.9 81.4 27.72 6.554 29.0164
"548" 1010.2 27.2 78.2 37.08 6.907 28.8521
"549" 1010.1 27.2 74.6 45.72 5.109 29.01
"550" 1013.7 26.6 81.7 35.28 6.593 29.0363
"551" 1009.5 26.4 85.2 25.92 6.898 29.8693
"552" 1005.9 29.5 74.5 6.84 6.519 28.5904
"553" 1013.1 24.2 85.3 19.08 5.258 28.3784
"554" 1007.7 26.1 84.2 42.84 7.218 29.1421
"555" 1006.3 27.4 79.7 21.96 6.427 29.1865
"556" 1011.9 25.1 87 37.44 6.164 27.5235
"557" 1012.5 27.3 68.2 38.88 6.018 29.5057
"558" 1008.3 25.5 81.4 45 5.546 29.3226
"559" 1008.6 28.3 78.7 33.84 6.92 29.225
"560" 1013 27.4 71.2 36.72 6.313 29.1988
"561" 1004.7 28.8 76.8 25.56 6.615 28.9022
"562" 1010.1 27.1 80.1 40.32 6.435 29.054
"563" 1012.3 24.9 76.1 38.52 6.057 28.4984
"564" 1013 25.5 77.3 36.72 7.041 28.0926
"565" 1008.5 27.5 79.9 28.8 6.166 29.0875
"566" 1008.7 28.5 77.3 32.76 7.076 29.0129
"567" 1014.6 25.6 69.8 43.56 5.302 28.3641
"568" 1005.1 28.6 78 18.72 5.777 28.9108
"569" 1011.8 25.4 78 42.48 5.964 27.4084
"570" 1010.4 24.6 78.3 28.44 5.577 28.3124
"571" 1007.5 27.4 78.3 6.48 5.976 28.6466
"572" 1004.8 26.2 85 35.28 5.849 29.5659
"573" 1009.1 26.8 80.1 48.24 5.534 29.0671
"574" 1009.5 26.5 82.4 43.56 5.949 28.9852
"575" 1008.8 28.3 78.1 29.88 6.581 29.0215
"576" 1004.8 27.3 78 27.36 6.271 28.9147
"577" 1014 25 75.2 45.36 5.731 28.0393
"578" 1012.6 27.3 69.3 26.28 6.291 29.097
"579" 1009.1 28.9 73.1 22.68 6.213 28.8417
"580" 1012.9 26.2 67.4 49.68 5.373 28.6733
"581" 1005.8 27.9 75.9 8.64 7.623 28.5956
"582" 1008.5 28.2 72.1 38.88 6.238 29.0097
"583" 1014.7 24.8 67.4 34.92 6.761 28.2438
"584" 1009.5 24.5 86 28.44 5.156 28.8597
"585" 1008.9 27.6 70.6 47.52 5.963 29.6175
"586" 1013.6 26.8 74.4 38.88 5.222 29.1602
"587" 1013.4 25 73.7 43.92 5.465 28.1398
"588" 1010.5 27 83.1 45.36 6.257 28.8222
"589" 1010.8 25.5 80.5 44.28 6.154 27.5933
"590" 1009.3 28.4 78.2 23.04 5.657 28.8608
"591" 1015.1 25.7 71.1 40.32 5.415 28.0536
"592" 1011.7 25.5 84.1 41.76 6.89 27.7377
"593" 1013.1 25 75.4 44.64 6.597 27.8234
"594" 1008.7 27 85.5 24.12 6.003 28.9458
"595" 1007.1 28.7 65.7 12.24 6.846 28.489
"596" 1009.8 27.6 78.5 19.44 5.452 29.6857
"597" 1007.1 27.2 77.1 49.32 5.243 29.2861
"598" 1013.2 27.3 77.9 40.68 5.266 29.074
"599" 1008.6 28.3 78.9 29.88 6.786 29.4684
"600" 1014.3 25 78.2 29.16 5.262 28.1151
"601" 1005.9 27.6 80.3 20.88 6.21 29.345
"602" 1003.8 28.4 80.4 44.64 6.551 29.2834
"603" 1011 25.2 82.2 34.56 5.234 27.9775
"604" 1014.6 25.5 68.9 42.84 5.364 28.3621
"605" 1007.9 27.9 72.5 39.24 5.486 29.1363
"606" 1014.5 25.3 79 34.56 5.411 28.1148
"607" 1006.9 28.1 68.2 38.88 6.345 28.9952
"608" 1012.1 25.4 76.9 39.6 6.854 27.9964
"609" 1012.8 23.9 85.3 25.2 5.427 28.3703
"610" 1009.5 28.8 78.1 42.84 5.832 29.253
"611" 1008.8 27.5 82.6 23.4 5.752 29.242
"612" 1003 28.4 78.7 25.92 7.231 28.7464
"613" 1010.1 27.2 70 37.8 5.632 29.6211
"614" 1012.4 25.2 78 46.8 6.083 27.6914
"615" 1010.6 27.5 79.6 35.28 5.552 29.008
"616" 1012.7 25.5 71.8 42.12 5.633 27.7908
"617" 1009.8 26.9 80.4 47.16 6.338 28.6149
"618" 1011.3 25.3 81 37.8 5.764 27.785
"619" 1007.6 27 77.8 45.72 6.622 28.6472
"620" 1007.8 28.6 79.3 50.04 6.741 29.5031
"621" 1012.3 25 79.1 38.88 5.345 27.8769
"622" 1013 25.4 74 31.68 6.71 27.9218
"623" 1008.3 29.1 77.4 24.84 6.959 28.7817
"624" 1007.5 27.6 76.2 33.84 6.476 29.1066
"625" 1007.6 27.1 79.3 46.08 5.752 28.9238
"626" 1014.4 25.3 76 35.28 7.038 28.1482
"627" 1007.5 28.9 71.6 18.36 7.337 28.5005
"628" 1004.6 26.8 77.4 19.08 7.341 28.5891
"629" 1009.1 27 73.3 40.32 5.643 28.9738
"630" 1011.3 25.4 84.1 36 6.623 27.6292
"631" 1012.6 25 84.5 36.36 5.353 28.318
"632" 1004.8 27.4 77.3 29.88 6.176 28.9196
"633" 1008.3 25.5 87.6 36.36 6.227 29.1003
"634" 1007.7 26 84.9 40.32 6.611 28.981
"635" 1008.8 28.4 74.7 29.52 7.04 29.0076
"636" 1004.2 29 77.6 18.36 7.119 28.6479
"637" 1011.9 27 82 23.4 6.391 29.0051
"638" 1004.5 27.9 78.8 15.84 6.935 28.7286
"639" 1010.8 25.8 86.7 52.2 6.383 28.5568
"640" 1004.3 28.6 75.4 26.64 6.523 28.8462
"641" 1009.5 27.3 83.3 30.24 7.272 29.7303
"642" 1007.2 26.6 81.1 43.92 5.948 29.0099
"643" 1010.3 24.3 85.9 26.28 4.678 28.9301
"644" 1008.9 27.6 82.8 26.64 6.332 29.3894
"645" 1005.4 28.7 81.3 10.8 6.926 28.6116
"646" 1008.4 28.4 77.3 9.72 6.885 29.0674
"647" 1010.1 28.1 74.8 39.24 6.18 28.9775
"648" 1005.9 28.7 78.4 37.8 6.222 29.1857
"649" 1007.6 28 75.9 41.4 5.732 29.3716
"650" 1004.8 28.3 78.7 33.48 6.542 29.1851
"651" 1009.3 27.6 77.2 49.32 6.374 28.8099
"652" 1012.3 25.1 80.9 37.08 6.332 27.624
"653" 1008.8 27.8 70.5 38.52 6.839 29.2516
"654" 1007.7 28.5 80.2 28.8 6.56 29.2879
"655" 1004.3 29 75.4 19.8 6.692 28.989
"656" 1012.8 25.3 73.1 32.4 5.274 28.1271
"657" 1011.4 26.6 78.6 43.56 6.185 28.786
"658" 1009.3 27.9 73.3 41.4 6.253 28.9568
"659" 1014.3 25.5 77.7 36.36 5.451 28.059
"660" 1009.2 27.7 70.8 45.72 6.108 29.6044
"661" 1010.1 28.3 76.1 27.36 7.292 29.2393
"662" 1013.5 25.1 70.3 33.12 5.545 28.396
"663" 1007.5 28.3 74.9 35.64 6.21 28.9636
"664" 1009.1 27.1 74.1 30.24 5.975 29.147
"665" 1009.9 27.4 77.1 35.64 6.361 29.0472
"666" 1010.5 24.5 78.6 33.12 5.365 28.2914
"667" 1010.5 26.7 79.8 37.08 7.351 28.9827
"668" 1015 25.2 68.4 42.12 4.74 28.4128
"669" 1014.9 25.1 77.9 27.36 5.316 28.105
"670" 1008.2 27.8 70.7 39.96 6.241 29.0335
"671" 1010.9 27.4 77.2 35.28 6.603 28.9574
"672" 1011.7 27.3 69.3 36.72 5.29 29.698
"673" 1010.2 26.8 76.9 50.76 6.862 28.7668
"674" 1007.2 27 82.8 34.2 6.091 29.7271
"675" 1005.2 26.6 83.3 27.36 6.051 29.4886
"676" 1003.7 28.8 75.6 24.48 6.276 28.8929
"677" 1007.5 28 74.3 38.52 5.846 28.9903
"678" 1014.1 25 71 35.28 6.71 28.3366
"679" 1002 28.4 79.1 44.64 5.897 29.2151
"680" 1004.3 26.8 79.2 32.4 5.87 28.8936
"681" 1010.3 28.2 72.4 40.68 5.459 29.2187
"682" 1011.1 25.2 76.4 45 6.522 27.6336
"683" 1004.8 27.3 77.9 28.8 6.234 28.9149
"684" 1002.8 29.1 75.2 50.04 6.263 29.2367
"685" 1010.8 27.1 75 39.24 6.951 29.3602
"686" 1013.9 25.3 72.6 37.44 5.752 27.8314
"687" 1013.2 25.3 78.6 39.24 6.407 27.1283
"688" 1010.2 25.3 79.6 46.44 6.464 28.2308
"689" 1013.1 27.1 75.5 39.6 5.144 29.455
"690" 1010.9 28.8 77.8 32.4 5.511 28.8103
"691" 1009.5 26.8 89 38.52 5.857 28.7472
"692" 1011.1 24.5 78.1 26.64 4.553 28.6583
"693" 1009.7 28.5 80.5 30.24 6.293 29.4355
"694" 1010.4 25.6 74.8 46.08 6.339 27.4768
"695" 1013.2 24.2 83.4 25.2 6.732 27.9783
"696" 1005.9 27.3 82.1 24.12 6.393 28.936
"697" 1009.8 28.7 73.3 21.96 7.707 28.5009
"698" 1007.1 28.3 70 38.52 6.359 29.1524
"699" 1013.6 25.6 72.7 38.52 7.059 28.222
"700" 1008.5 27.5 82.7 24.48 6.491 28.8434
"701" 1012.1 25.7 76.4 42.48 6.536 27.3716
"702" 1014 25.1 75.7 39.6 6.561 27.6533
"703" 1009.7 27.3 81.5 32.76 6.813 29.2678
"704" 1007.5 28.7 77 34.56 5.163 29.1124
"705" 1006.3 27.6 84.8 9.72 5.794 28.9804
"706" 1002.4 28.4 77.2 30.6 6.919 29.4981
"707" 1005.2 26.6 83.2 24.84 5.996 29.4898
"708" 1006.6 28.1 80.9 14.04 6.302 28.884
"709" 1009.7 27 81.1 34.92 5.632 29.1654
"710" 1011.3 25.4 71 45 6.912 27.8613
"711" 1005.4 27.2 84.6 19.08 6.191 28.9613
"712" 1007.7 26.8 77.9 25.92 5.772 29.0955
"713" 1010.2 27.9 75.8 44.64 6.205 28.9027
"714" 1008.5 26.8 82.1 50.76 5.779 28.9612
"715" 1010.3 27.5 79.5 28.44 5.576 29.3019
"716" 1012.4 24.9 80.8 31.32 5.842 27.7335
"717" 1009.8 27.6 81.2 39.6 5.038 29.1473
"718" 1006.6 28.6 74.3 27 6.484 28.9245
"719" 1009 27 79.7 48.96 5.538 28.9983
"720" 1010.7 27.5 70.3 38.52 6.729 29.0417
"721" 1006.1 27.5 81.2 19.8 6.163 29.1311
"722" 1009.5 27.2 73.2 46.44 5.249 29.1466
"723" 1009.3 28 78.5 34.56 5.801 29.5702
"724" 1012.5 25.5 84.3 41.4 6.103 27.6212
"725" 1008.1 26.3 83.9 14.04 5.611 28.7062
"726" 1008.3 26 82 26.64 6.942 29.2401
"727" 1012.5 26.6 75 31.68 5.956 29.2242
"728" 1012.2 27.2 75.8 37.8 7.122 29.2901
"729" 1009.5 26.2 79.8 43.2 6.96 28.5362
"730" 1004.5 29.1 75.7 25.92 5.461 29.06
"731" 1010.9 26.8 71.5 32.4 5.58 29.4876
"732" 1010.6 27.7 78.1 28.08 6.43 29.0782
"733" 1005.6 27 83.9 20.88 6.219 28.9597
"734" 1008.9 25.8 74.2 35.64 6.519 28.0108
"735" 1010.1 28.5 72.9 24.48 7.686 28.5377
"736" 1004 28.9 73.3 23.76 6.152 28.8929
"737" 1007.6 27.2 76.5 34.92 6.303 28.9626
"738" 1010 25.7 88.1 37.8 5.561 29.134
"739" 1010.3 27.9 77.6 11.88 5.109 28.5875
"740" 1010.8 26.9 80.2 38.88 6.971 28.9211
"741" 1013.7 25.5 81.2 41.76 5.32 28.2102
"742" 1008.5 28.5 70.8 39.24 6.178 29.3821
"743" 1009.5 25.2 69.9 33.12 7.464 28.2278
"744" 1009 28.4 78.5 33.84 6.731 29.4352
"745" 1009.5 26.6 80.6 33.84 6.186 29.0739
"746" 1009.3 24.4 85.9 28.44 5.041 28.8503
"747" 1009.8 27 78.6 43.92 5.928 28.9446
"748" 1009.6 26.8 81.4 34.2 5.698 29.1622
"749" 1006 28.8 72.4 33.12 5.65 29.1835
"750" 1008.7 27 73.9 54 5.787 28.5416
"751" 1010.7 25.1 75.6 45.72 5.357 28.6029
"752" 1008.7 27.7 74.1 40.32 6.268 28.9761
"753" 1012.4 23.8 88.8 56.16 6.278 28.5441
"754" 1012.2 25.3 70.1 40.32 6.677 27.2751
"755" 1008.3 27.6 74.7 39.6 6.269 28.9735
"756" 1007.4 28.9 69.7 16.92 7.23 28.4888
"757" 1012.3 27.6 77.2 35.28 5.02 29.2571
"758" 1012.7 26 77.3 44.28 5.778 27.6722
"759" 1007.2 27.4 70.2 51.48 5.498 28.987
"760" 1011.4 27 81 43.56 7.004 29.1355
"761" 1011.3 27.2 79.4 38.88 6.527 28.8958
"762" 1010.4 26.3 86.9 38.16 5.367 29.1259
"763" 1000.6 27.4 81.5 56.16 6.74 29.3306
"764" 1009.1 26.7 83.3 38.16 5.743 28.9854
"765" 1012.7 24.1 72.2 27.36 5.739 28.2458
"766" 1007.9 27 78.1 48.96 5.641 28.667
"767" 1012.1 27.3 69.7 36.36 5.229 29.6776
"768" 1003.2 26.3 87.7 32.76 6.5 29.5048
"769" 1011.1 26.8 82.4 24.84 6.094 29.0093
"770" 1012.1 26.7 79.5 41.76 5.46 29.2099
"771" 1011 27.2 77.2 43.56 6.163 29.3057
"772" 1010.1 26 81 31.32 5.645 28.4165
"773" 1007.5 28.2 82.2 9.36 6.87 28.7701
"774" 1011.7 25 79.2 43.92 6.187 27.606
"775" 1011.6 28.8 76 29.16 4.721 29.0179
"776" 1010.8 26.5 80.2 47.88 5.629 28.9378
"777" 1009.7 27.1 64.2 36.72 6.514 29.5136
"778" 1007.6 27.5 81.9 18 6.816 29.3622
"779" 1013.2 26 75.8 46.08 5.855 28.4903
"780" 1010.2 28.4 74.8 43.56 4.994 29.3228
"781" 1008.6 26 87.1 51.48 6.308 28.8544
"782" 1008 28.5 75.9 10.08 6.364 28.9413
"783" 1012.2 27.4 75.8 42.84 6.659 28.9635
"784" 1010 27.3 70.8 45.72 5.446 29.534
"785" 1008 26.6 86.7 36.36 6.25 29.0104
"786" 1006.8 23.9 88.9 9.36 5.471 28.8171
"787" 1007.7 26 82.4 44.28 6.427 29.1288
"788" 1011.3 28.7 79.2 22.32 6.761 28.8086
"789" 1009.1 26 77.5 36 6.536 29.2835
"790" 1011.2 28.3 78.1 26.64 4.881 29.104
"791" 1007.7 27 79.8 49.68 6.635 28.6062
"792" 1013.8 25.6 77.6 39.96 5.714 28.0703
"793" 1012.3 27.1 73.3 33.84 5.891 29.3764
"794" 1010.1 26.2 78.2 36.72 5.905 28.9738
"795" 1014.4 25 78.5 44.64 5.676 27.9659
"796" 1009.1 25.4 82.9 38.16 5.394 29.2729
"797" 1011.9 27.2 74.3 44.28 7.13 29.2922
"798" 1009.7 26.4 76.3 39.6 6.94 29.2109
"799" 1010.6 26.3 80.9 43.92 5.926 28.8607
"800" 1013.6 27.2 77.3 30.96 5.129 29.3128
"801" 1013 25.4 73 34.2 5.253 28.0914
"802" 1012.3 24.6 77.8 31.68 6.403 27.8011
"803" 1005.6 28.6 78.6 46.44 5.586 29.4679
"804" 1014.1 25.3 75 32.04 5.831 27.8331
"805" 1008.5 27.1 74.9 42.12 5.089 29.1326
"806" 1013.7 25.3 77 38.16 6.401 27.2488
"807" 1012.3 26.1 76.5 42.84 5.746 27.7132
"808" 1011.8 25.6 71.8 33.84 6.149 27.6422
"809" 1010.2 26 86.8 32.4 5.52 29.136
"810" 1007.9 28.5 80.1 33.12 6.874 29.333
"811" 1010.7 26.6 76 40.32 5.387 29.1922
"812" 1011.5 26.9 71.2 37.44 5.95 29.3699
"813" 1014.7 24.7 66.8 34.56 6.753 28.2434
"814" 1006 28.3 80.9 24.48 6.122 29.3544
"815" 1008.3 27.9 79.3 42.12 5.414 29.2247
"816" 1010.8 26.5 78 41.04 5.23 29.1402
"817" 1009.5 25.2 82.8 41.4 6.059 27.5667
"818" 1011.1 27 71.2 29.16 6.627 29.4935
"819" 1008.2 26.8 84.5 30.96 6.383 29.011
"820" 1011.8 25.4 82 46.8 6.116 27.9007
"821" 1007.2 28.2 78.7 12.24 5.755 29.6379
"822" 1012.3 24.8 76.5 33.12 6.447 27.8017
"823" 1008.9 27.2 80.9 43.56 5.653 29.0012
"824" 1007.6 27.6 82.2 7.56 7.539 28.633
"825" 1012.5 27.3 70.6 36.36 5.17 29.692
"826" 1010.7 27.3 79.4 40.68 7.235 28.9933
"827" 1003.3 28.5 80.4 33.48 5.661 29.3745
"828" 1005.4 28.9 75.8 32.76 5.1 29.2644
"829" 1011.6 24.5 77.8 24.48 4.627 28.6172
"830" 1011.6 25.3 79.9 39.24 5.39 27.9143
"831" 1012.5 24.9 76.1 42.12 6.458 27.3679
"832" 1014 25.1 86 43.92 5.667 27.9163
"833" 1007.1 27.6 67.5 45.36 5.837 28.9849
"834" 1010.1 26.1 82.1 41.4 6.005 27.9182
"835" 1006 28.5 84.3 10.8 6.06 28.8864
"836" 1003.8 28.4 74 29.52 6.773 29.2559
"837" 1009.6 27.9 76.8 38.16 6.179 29.5245
"838" 1007.6 28.7 73.6 43.92 4.963 29.1682
"839" 1013.5 25.2 78.6 44.28 6.155 27.6792
"840" 1012.8 25.6 77.3 40.68 6.546 27.3223
"841" 1013.3 25 76.2 44.64 5.542 28.1363
"842" 1012.7 25.6 77 41.4 6.543 27.3478
"843" 1003.1 29.2 76.9 20.52 7.189 28.667
"844" 1008.1 26.7 82.9 42.84 6.129 28.9802
"845" 1007.1 25.6 83.5 11.52 5.387 28.8253
"846" 1011.2 27.1 81.2 42.84 5.63 29.0257
"847" 1009.4 26.8 88.6 28.8 5.838 28.7294
"848" 1013.4 27.2 75.2 38.88 6.465 29.0348
"849" 1012.3 24.1 87.7 55.8 6.248 28.5467
"850" 1010.2 27.6 78.6 38.52 5.902 29.0052
"851" 1006.2 27.7 76 10.8 5.397 28.7859
"852" 1011.2 25 80.6 37.44 6.496 27.5301
"853" 1007.1 27.4 86 9 6.226 29.1194
"854" 1011.5 24.8 78.1 28.44 6.123 28.2211
"855" 1010 28.5 80.3 31.32 6.303 28.8263
"856" 1012.4 25.2 78.7 49.32 6.107 27.6254
"857" 1009.1 27.3 71.2 47.88 5.627 28.9951
"858" 1012.4 25.2 80.1 43.56 6.386 27.6229
"859" 1012.9 24.8 78.8 37.8 5.292 27.9333
"860" 1012.1 26.9 78.8 33.48 5.735 29.4069
"861" 1009.5 27.5 77.3 41.76 6.751 28.8477
"862" 1007.2 27.9 76.1 43.2 5.897 28.9955
"863" 1014 25.7 81.1 38.52 5.488 28.1046
"864" 1012.6 27.1 72.4 41.4 6.981 29.2172
"865" 1009.7 28.9 72.2 25.2 4.731 28.8551
"866" 1005.9 28.6 78.4 39.6 5.806 29.4676
"867" 1010.1 26.6 85.5 42.12 6.759 28.8848
"868" 1015 24.6 86.3 54.36 7.224 29.1234
"869" 1013.2 25.6 82.2 39.24 5.97 27.9561
"870" 1011.3 25.7 74.9 39.6 6.983 27.9932
"871" 1006.6 28.7 78.1 20.16 7.346 28.7849
"872" 1012 26.9 80.3 25.2 6.5 29.0143
"873" 1007.9 28.6 78.8 43.56 6.78 29.4682
"874" 1010.2 28.6 76.4 37.08 7.58 29.0599
"875" 1012.7 27.3 73.4 39.96 6.299 29.295
"876" 1009.1 27.5 75.4 39.96 5.273 29.3571
"877" 1011.1 26.8 81.2 38.16 6.732 29.2679
"878" 1007.8 28.7 72.4 45.36 4.874 29.1584
"879" 1011.3 27.1 77.9 38.88 6.396 29.0657
"880" 1009.3 26.6 80.4 33.84 6.062 29.0897
"881" 1007.6 25.7 87 40.32 6.66 29.0941
"882" 1006.4 27.1 76.2 46.8 5.307 29.2462
"883" 1010 28.4 80.3 36.72 6.586 29.3048
"884" 1014.7 25.9 75.8 40.32 5.496 28.0117
"885" 1004.3 27.1 80.4 13.68 5.665 28.9005
"886" 1011 26.5 76.2 36.36 6.085 29.4145
"887" 1009.5 28.1 75.3 38.88 6.2 28.9609
"888" 1010 26.4 78.1 48.96 6.131 28.814
"889" 1007.9 27.8 74.6 6.48 6.615 28.3275
"890" 1011.3 25.3 71.7 37.44 6.193 28.1742
"891" 1008 27.3 75.2 37.8 5.317 29.3718
"892" 1005 28.7 73 32.4 5.345 29.2293
"893" 1011.9 24.7 80.1 34.92 5.417 28.1654
"894" 1004.9 26.9 84.2 28.08 6.759 29.4624
"895" 1003.3 29.2 78 21.24 7.225 28.6796
"896" 1002.5 27.4 82.5 50.4 5.868 29.3562
"897" 1012.8 26.2 65.7 50.4 5.457 28.6218
"898" 1005.4 28.8 73.8 39.24 5.656 29.3122
"899" 1004.3 29.2 77.5 22.68 5.608 29.0152
"900" 1007 27.4 74.6 11.88 6.692 28.7677
"901" 1010.6 26.9 74.3 55.8 5.654 29.1275
"902" 1007.8 27.6 75.1 6.84 5.746 28.6235
"903" 1010.9 27.3 76.2 41.76 5.91 29.0352
"904" 1014.1 25.5 72.3 37.08 7.091 28.2106
"905" 1012.3 26.9 77.3 48.6 5.306 29.2368
"906" 1007.3 27.1 70.7 11.52 4.864 28.6472
"907" 1008.3 27.7 65.7 38.52 6.007 29.4797
"908" 1013.2 24.9 82.2 38.52 6.398 27.6033
"909" 1010.3 26.1 81.4 43.2 5.927 27.9229
"910" 1010.3 26.6 79.5 29.88 5.46 29.15
"911" 1011.2 26.8 68.3 37.44 5.31 29.6403
"912" 1012.4 25.7 75 41.4 6.137 27.9181
"913" 1010.6 28.6 75.6 29.52 5.279 29.0851
"914" 1009.8 26.9 79.5 37.08 7.307 28.9315
"915" 1013.1 24.7 81.2 42.12 6.764 27.721
"916" 1007.6 28.5 71.8 42.12 5.723 29.1906
"917" 1007.7 28.9 74.1 32.76 5.381 29.6989
"918" 1007.8 27.9 78.6 41.76 6.259 29.5513
"919" 1012.3 27.1 70.7 41.04 6.234 29.3364
"920" 1005.8 28.7 78 20.88 4.787 29.1042
"921" 1011.3 24.9 77.9 40.68 5.674 28.5551
"922" 1009.7 27.7 78.5 43.2 5.476 29.0679
"923" 1008.9 26 77.7 38.52 6.095 29.018
"924" 1010 27.4 78.7 23.76 5.472 29.6951
"925" 1008.9 28.8 76.3 41.4 5.474 29.443
"926" 1012.4 25.1 81.1 38.52 6.241 27.6075
"927" 1009 27.9 80 39.6 6.417 29.595
"928" 1010.6 25.4 75.5 33.48 6.736 27.6579
"929" 1008.7 27.9 75.3 4.32 6.561 28.5576
"930" 1015.2 25.2 79.7 36.72 5.123 28.2579
"931" 1013.3 25 74.6 42.84 5.524 28.1337
"932" 1009.9 27.6 81 27 5.585 28.9482
"933" 1014.6 25.6 79.5 40.32 5.959 27.7975
"934" 1007.4 27.1 77.3 36 6.362 29.0411
"935" 1010.3 27.6 82.3 33.84 6.6 28.961
"936" 1012.2 25.1 77.9 50.4 6.147 27.6431
"937" 1013.6 25.2 82.3 36.36 5.71 28.3085
"938" 1007.9 28.1 80.1 5.76 6.44 29.3435
"939" 1013.6 25.3 81 35.28 5.328 28.292
"940" 1011.1 26 73.8 42.48 6.777 27.7865
"941" 1008.7 27.8 73.5 37.08 6.442 29.0553
"942" 1007.1 27.4 69.9 43.2 5.499 28.9925
"943" 1008.3 26.9 80.5 46.08 6.263 28.8329
"944" 1008.9 27.4 79.2 6.84 5.333 28.6133
"945" 1009.6 27.1 82.2 43.92 5.428 29.0781
"946" 1002.4 28.6 78.6 47.16 5.935 29.2269
"947" 1006.4 28.8 77.7 30.96 5.139 29.3426
"948" 1007.8 25.9 82.9 46.8 6.458 29.0533
"949" 1012.2 27.4 70.4 38.16 6.423 29.2206
"950" 1006.6 28.7 78.9 27.72 5.102 29.3375
"951" 1009.1 26.2 76.6 44.64 6.383 28.7093
